sesso,eta,titolo_studio,regione,corso_medievale,opinione_medioevo,eta_num,titolo_studio_num,opinione_num,corso_num,data_inizio,anno_inizio,cluster_inizio,motivo_inizio_cat,data_fine,anno_fine,cluster_fine,motivo_fine_cat,durata_medioevo,termini_associati,commento_aperto,sentiment_score,sentiment_class
Uomo,60-69,Laurea magistrale,Emilia Romagna,Sì,Neutrale,64.5,7,3,1,476 dC,476.0,476-500 (Caduta Impero Romano Occ.),Altro,1492 dC,1492.0,1454-1492 (Scoperta America),Altro,1016.0,"Stato pontificio, Repubbliche Marinare, Crociate, Arabi","periodo della storia europea compreso tra il 476 e il 1492, definito dalla storiografia di matrice eurocentrica",0.0,Neutrale/Misto
Donna,60-69,Laurea magistrale,Puglia,Sì,Neutrale,64.5,7,3,1,V secolo dopo Cristo,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Repubbliche Marinare, Vassalli, Normanni, Peste, Crociate",Un periodo drammatico ma pieno di sperimentazione ed una visione di Dio reale,0.0,Neutrale/Misto
Donna,60-69,Laurea magistrale,Puglia,Sì,Parzialmente negativa,64.5,7,2,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Altro,1400,1400.0,1400-1453 (Caduta Costantinopoli),Altro,924.0,"Crociate, Vassalli, Aratro",,,Neutrale/Misto
Donna,40-49,Laurea magistrale,Puglia,Sì,Parzialmente negativa,44.5,7,2,1,476 d.C,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invenzione della stampa, Invasioni Barbariche, Peste, Vassalli, Crociate","Penso sia un periodo lungo e sfaccettato, che si è sviluppato in modo diverso nei vari stati europei. Ciò che apprezzo meno del periodo è la centralità religiosa, in politica come nella vita quotidiana. Per quanto ne apprezzi il ruolo identitario, non ne gradisco la coercizione in molti aspetti della vita.",0.0,Neutrale/Misto
Uomo,60-69,Dottorato,Emilia Romagna,No,Parzialmente positiva,64.5,8,4,0,VI secolo,550.0,500-600 (Alto Medioevo),Caduta Roma,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,900.0,"Invasioni Barbariche, Vassalli, Crociate, Arabi, Aratro","Il medioevo e' il periodo in cui, dall'incontro tra il mondo classico, il cristianesimo e le popolazioni germaniche e slave, nasce l'Europa moderna",0.0,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Emilia Romagna,No,Parzialmente positiva,64.5,7,4,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Repubbliche Marinare, Editto di Rotari, Normanni, Arabi",un periodo immeritatamente considerato decadente ,0.0,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Puglia,Sì,Parzialmente positiva,64.5,7,4,1,800 d.C.,800.0,600-800 (Periodo pre-carolingio),Caduta Roma,1348,1348.0,Pre-1400 (Fine anticipata),Rinascimento,548.0,"Aratro, Arabi, Vassalli, Normanni, Repubbliche Marinare",Un'epoca fatta di tante epoche e ricca di una straordinaria creatività istituzionale,0.0,Neutrale/Misto
Uomo,20-29,Laurea magistrale,Lombardia,Sì,Assolutamente negativa,24.5,7,1,1,"Dipende dalla lettura storiografica, io sono per l'inizio nel 476 e la fine nel 1492",476.0,476-500 (Caduta Impero Romano Occ.),Altro,1492,1492.0,1454-1492 (Scoperta America),Altro,1016.0,"Crociate, Invasioni Barbariche, Peste, Normanni",Che nonostante la mia laurea in scienze storiche continuo a ritenerlo un periodo oscuro,-1.0,Negativo
Donna,20-29,Laurea magistrale,Puglia,Sì,Assolutamente positiva,24.5,7,5,1,313 d.C.,313.0,Pre-476 (ante caduta Roma),Costantino,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Riforma protestante,1137.0,"Crociate, Editto di Rotari, Peste, Vassalli, Stato pontificio","su Enrico VIII volevo mettere ""non è medioevale"" ma non me lo fa selezionare ",0.0,Neutrale/Misto
Uomo,50-59,Diploma di istruzione professionale,Lombardia,No,Assolutamente negativa,54.5,3,1,0,1200,1200.0,1000+ (Basso Medioevo),Altro,1700,1700.0,1518+ (Fine posticipata),Altro,500.0,"Editto di Rotari, Arabi, Crociate, Caccia alle streghe, Vassalli","Storia, personaggi, invenzioni e tantissima crudeltà ",0.0,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,No,Parzialmente positiva,24.5,6,4,0,456(?),456.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,Quattordicesimo secolo,,Non specificato,Rinascimento,,"Normanni, Crociate, Aratro, Peste, Vassalli",,,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Emilia Romagna,No,Neutrale,64.5,7,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Arabi, Repubbliche Marinare, Crociate, Normanni",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione tecnica,Lombardia,No,Assolutamente negativa,54.5,4,1,0,600,600.0,500-600 (Alto Medioevo),Non specificato,1100,1100.0,Pre-1400 (Fine anticipata),Non specificato,500.0,Vassalli,Un periodo buio,-1.0,Negativo
Uomo,60-69,Laurea magistrale,Lombardia,No,Assolutamente positiva,64.5,7,5,0,400,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1600,1600.0,1518+ (Fine posticipata),Altro,1200.0,"Stato pontificio, Crociate, Caccia alle streghe, Invasioni Barbariche, Vassalli",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,XI,,Non specificato,Non specificato,XIII,,Non specificato,Non specificato,,"Crociate, Caccia alle streghe",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,No,Neutrale,24.5,5,3,0,IV secolo d.C.,350.0,Pre-476 (ante caduta Roma),Caduta Roma,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1100.0,"Peste, Vassalli, Crociate, Caccia alle streghe, Stato pontificio","Credo che sia un periodo che viene ricordato solo come tetro, ma non penso si riduca solo a questo: sicuramente ha avuto momenti parecchio bui,  è che c’è lo ricordiamo solo perché lo abbiamo studiato con superficialità, almeno per ciò che mi riguarda",0.0,Neutrale/Misto
Uomo,50-59,Laurea triennale,Veneto,No,Parzialmente negativa,54.5,6,2,0,1000,1000.0,800-1000 (Impero Carolingio),Non specificato,1800,1800.0,1518+ (Fine posticipata),Non specificato,800.0,"Peste, Aratro, Vassalli, Crociate, Caccia alle streghe",,,Neutrale/Misto
Donna,30-39,Laurea triennale,Emilia Romagna,No,Parzialmente positiva,34.5,6,4,0,1400,1400.0,1000+ (Basso Medioevo),Ricordi scolastici,1600,1600.0,1518+ (Fine posticipata),Ricordi scolastici,200.0,"Repubbliche Marinare, Crociate, Vassalli, Stato pontificio, Caccia alle streghe",,,Neutrale/Misto
Donna,50-59,Diploma di istruzione tecnica,Emilia Romagna,No,Parzialmente positiva,54.5,4,4,0,1300,1300.0,1000+ (Basso Medioevo),Ricordi scolastici,1600,1600.0,1518+ (Fine posticipata),Ricordi scolastici,300.0,"Caccia alle streghe, Scoperta dell’America, Crociate, Peste, Repubbliche Marinare",La immagino come un’epoca in cui si è presa lo slancio per nuove scoperte e conoscenze ,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,No,Parzialmente negativa,24.5,5,2,0,476 d.C ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Crociate, Peste, Arabi, Vassalli, Invasioni Barbariche","Penso sia stato un periodo contraddittorio, diviso tra innovazioni e arretratezza. Ha portato alla nascita degli Stati Nazionali, ma allo stesso tempo c’è stato molto proibizionismo a causa del monopolio della Chiesa Cattolica. ",0.0,Neutrale/Misto
Donna,60-69,Diploma di istruzione liceale,Lombardia,Sì,Assolutamente positiva,64.5,5,5,1,476 d.c. ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,Convenzionalmente 1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Invasioni Barbariche, Stato pontificio, Caccia alle streghe, Repubbliche Marinare, Invenzione della stampa","A torto considerato un periodo buio. Basti pensare alle meravigliose cattedrali realizzate, oppure al capolavoro della Divina Commedia",-1.0,Negativo
Uomo,70-79,Laurea magistrale,Lombardia,No,Assolutamente positiva,75.0,7,5,0,453 d.c.,453.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,12 ottobre 1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1039.0,"Editto di Rotari, Crociate, Vassalli, Arabi, Repubbliche Marinare","Un lungo periodo di trasformazione da cui sono originate molte delle moderne organizzazioni. Esempi i Comuni , le Gilde ecc.",0.0,Neutrale/Misto
Non-Binario,20-29,Laurea triennale,Lombardia,No,Neutrale,24.5,6,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Arabi, Caccia alle streghe, Peste, Crociate, Vassalli","Il Medioevo è spesso visto come un’epoca buia, ma questa è una semplificazione ingiusta. È vero che ci furono guerre, carestie e superstizione, ma fu anche un periodo di profonda trasformazione culturale, sociale e tecnologica.

Personalmente, trovo affascinante il fatto che proprio nel cuore di un’epoca apparentemente rigida e oscura siano nati alcuni dei semi del pensiero moderno: l’università, il metodo scolastico, la sistematizzazione del diritto, la musica polifonica, e persino i primi rudimenti di scienza sperimentale con figure come Ruggero Bacone.

Certo, era un mondo gerarchico e spesso crudele, ma anche profondamente creativo, in bilico tra tradizione e invenzione. È un periodo che, se lo guardi con attenzione, ti costringe a ripensare cosa significhi davvero “progresso”.",0.0,Neutrale/Misto
Uomo,20-29,Laurea triennale,Lombardia,Sì,Parzialmente positiva,24.5,6,4,1,5 secolo DC,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,15 secolo ,1450.0,1400-1453 (Caduta Costantinopoli),Caduta Costantinopoli,1000.0,"Peste, Caccia alle streghe, Aratro, Crociate, Stato pontificio","Forte incertezza nella vita quotidiana, periodo storicamente controverso nella sua valutazione, necessario per per affermare un successivo distaccamento dell'uomo dal concetto antropocentrico guidato dalla chiesa cattolica, in contrasto però con la costante presenza della morte (""memento mori"") che riconduce alla sofferenza umana e ad un senso recondito di abbandonando. ",-1.0,Negativo
Donna,50-59,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,54.5,4,4,0,1500,1500.0,1000+ (Basso Medioevo),Altro,1600,1600.0,1518+ (Fine posticipata),Altro,100.0,Invasioni Barbariche,,,Neutrale/Misto
Uomo,40-49,Laurea triennale,Lombardia,No,Neutrale,44.5,6,3,0,V secolo,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Scoperta America,1000.0,"Caccia alle streghe, Crociate, Aratro, Vassalli, Peste","Non è un periodo storico, seppur molto ampio, che mi affascina. Preferivo lo studio dell'Impero Romano, precedente, e del periodo storico successivo. ",0.0,Neutrale/Misto
Donna,60-69,Diploma di istruzione tecnica,Lombardia,No,Parzialmente positiva,64.5,4,4,0,1800,1800.0,1000+ (Basso Medioevo),Non specificato,1900,1900.0,1518+ (Fine posticipata),Non specificato,100.0,"Vassalli, Repubbliche Marinare, Stato pontificio, Crociate, Normanni",,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Lombardia,Sì,Assolutamente positiva,54.5,7,5,1,11 secolo ,1050.0,1000+ (Basso Medioevo),Invasioni barbariche,15 secolo,1450.0,1400-1453 (Caduta Costantinopoli),Altro,400.0,Crociate,,,Neutrale/Misto
Donna,50-59,Laurea triennale,Lombardia,No,Parzialmente negativa,54.5,6,2,0,5 secolo,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Crociate, Aratro, Vassalli, Invasioni Barbariche","Periodo storico considerato di oscurantismo rispetto alla antica civiltà classica, caratterizzata  dal feudalesimo , dal ruolo centrale della Chiesa e da in economia agricola ",0.0,Neutrale/Misto
Donna,40-49,Laurea magistrale,Lombardia,No,Parzialmente positiva,44.5,7,4,0,Fine del 400,400.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1092.0,"Caccia alle streghe, Stato pontificio, Editto di Rotari, Crociate, Invasioni Barbariche",,,Neutrale/Misto
Donna,20-29,Diploma di istruzione tecnica,Lombardia,Sì,Parzialmente negativa,24.5,4,2,1,400 d.C.,400.0,476-500 (Caduta Impero Romano Occ.),Altro,1492,1492.0,1454-1492 (Scoperta America),Altro,1092.0,"Crociate, Peste, Caccia alle streghe, Scoperta dell’America, Invasioni Barbariche",,,Neutrale/Misto
Donna,40-49,Diploma di istruzione professionale,Lombardia,No,Parzialmente negativa,44.5,3,2,0,500,500.0,476-500 (Caduta Impero Romano Occ.),Altro,1500,1500.0,1493-1517 (Riforma protestante),Altro,1000.0,"Caccia alle streghe, Stato pontificio, Scoperta dell’America",Epoca rudimentale ma che si affaccia positivamente al progresso ,1.0,Positivo
Donna,50-59,Laurea magistrale,Lombardia,Sì,Parzialmente negativa,54.5,7,2,1,Dopo la caduta dell'impero romano,,Non specificato,Altro,Con l'Illuminismo,,Non specificato,Non specificato,,"Caccia alle streghe, Aratro, Peste, Crociate, Vassalli",Un'epoca di grande e lenta trasfirmazione,0.0,Neutrale/Misto
Donna,20-29,Diploma di istruzione liceale,Lombardia,Sì,Parzialmente negativa,24.5,5,2,1,476 dc,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Caccia alle streghe, Crociate, Invenzione della stampa, Peste",,,Neutrale/Misto
Donna,50-59,Diploma di istruzione liceale,Piemonte,No,Parzialmente negativa,54.5,5,2,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Altro,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,Caccia alle streghe,Periodo buio di caccia alle streghe ,-1.0,Negativo
Donna,50-59,Laurea triennale,Lombardia,No,Neutrale,54.5,6,3,0,472,472.0,476-500 (Caduta Impero Romano Occ.),Altro,15ismo secolo,,Non specificato,Altro,,"Peste, Crociate, Aratro, Vassalli","Periodo delle crociate, della Peste e un’epoca non caratterizzata come quelle precedenti e successive da una cultura illuminata come quella dell’Impero Romano di Occidente e del Rimascimento",0.0,Neutrale/Misto
Donna,40-49,Diploma di istruzione liceale,Lombardia,No,Parzialmente negativa,44.5,5,2,0,1200,1200.0,1000+ (Basso Medioevo),Non specificato,1400,1400.0,1400-1453 (Caduta Costantinopoli),Non specificato,200.0,"Crociate, Caccia alle streghe, Aratro, Vassalli",,,Neutrale/Misto
Donna,20-29,Laurea triennale,Lombardia,Sì,Parzialmente positiva,24.5,6,4,1,476 d.C. ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Vassalli, Stato pontificio, Invasioni Barbariche, Editto di Rotari, Normanni","Periodo di successione di rinascenze e recupero di idiomi/tematiche/ immagini classiche riproposte in chiave cristiano-religiosa, come spiegato da Panofsky e Saxl in Classical Mythology ",0.0,Neutrale/Misto
Donna,30-39,Laurea triennale,Lombardia,No,Parzialmente negativa,34.5,6,2,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,Caccia alle streghe,,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Piemonte,No,Neutrale,24.5,5,3,0,400 circa,400.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1492,1492.0,1454-1492 (Scoperta America),Non specificato,1092.0,"Scoperta dell’America, Caccia alle streghe, Aratro, Peste, Crociate",,,Neutrale/Misto
Donna,50-59,Diploma di istruzione liceale,Lombardia,No,Parzialmente positiva,54.5,5,4,0,500 d.C ,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,992.0,"Invasioni Barbariche, Peste, Caccia alle streghe, Vassalli, Crociate",Caratterizzato da feudi e castelli,0.0,Neutrale/Misto
Uomo,60-69,Laurea magistrale,Lombardia,No,Assolutamente positiva,64.5,7,5,0,1100 dC,1100.0,1000+ (Basso Medioevo),Altro,1400 dC,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,300.0,"Crociate, Normanni, Caccia alle streghe, Scoperta dell’America","Il Medioevo in Italia e in Europa ci ha lasciato dei monumenti bellissimi, solidissimo che ancora oggi stanno in piedi da soli",0.0,Neutrale/Misto
Donna,30-39,Laurea magistrale,Lombardia,No,Parzialmente negativa,34.5,7,2,0,1200,1200.0,1000+ (Basso Medioevo),Altro,1400,1400.0,1400-1453 (Caduta Costantinopoli),Scoperta America,200.0,"Peste, Caccia alle streghe, Invenzione della stampa, Vassalli, Aratro","COSTRUZIONI MERAVIGLIOSE, RISPETTO DELL'ESSERE UMANO SCARSO ",0.0,Neutrale/Misto
Donna,60-69,Diploma di istruzione professionale,Lombardia,No,Parzialmente positiva,64.5,3,4,0,1200,1200.0,1000+ (Basso Medioevo),Non specificato,1400,1400.0,1400-1453 (Caduta Costantinopoli),Non specificato,200.0,"Crociate, Vassalli, Peste, Caccia alle streghe, Normanni",,,Neutrale/Misto
Uomo,30-39,Laurea magistrale,Lombardia,Sì,Parzialmente positiva,34.5,7,4,1,V secolo dc,450.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1042.0,"Vassalli, Crociate, Normanni, Peste, Caccia alle streghe",,,Neutrale/Misto
Donna,60-69,Laurea triennale,Lombardia,No,Parzialmente positiva,64.5,6,4,0,500 circa,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1400-1500 circa,1400.0,1400-1453 (Caduta Costantinopoli),Scoperta America,900.0,"Arabi, Repubbliche Marinare, Crociate, Invasioni Barbariche, Stato pontificio",,,Neutrale/Misto
Donna,60-69,Dottorato,Lombardia,No,Assolutamente positiva,64.5,8,5,0,Intorno al 500 d.c.,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,xVI secolo,1550.0,1518+ (Fine posticipata),Rinascimento,1050.0,"Invasioni Barbariche, Crociate, Stato pontificio, Caccia alle streghe, Peste",Un epoca straordinaria,0.0,Neutrale/Misto
Uomo,30-39,Laurea magistrale,Lombardia,No,Neutrale,34.5,7,3,0,900,900.0,800-1000 (Impero Carolingio),Altro,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,592.0,"Arabi, Stato pontificio, Vassalli, Peste, Repubbliche Marinare",,,Neutrale/Misto
Donna,60-69,Laurea magistrale,Lombardia,Sì,Neutrale,64.5,7,3,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,XV secolo,1450.0,1400-1453 (Caduta Costantinopoli),Rinascimento,974.0,"Crociate, Repubbliche Marinare, Vassalli, Caccia alle streghe, Editto di Rotari",,,Neutrale/Misto
Donna,60-69,Dottorato,Lombardia,Sì,Assolutamente positiva,64.5,8,5,1,IV secolo,350.0,Pre-476 (ante caduta Roma),Non specificato,XIV secolo,1350.0,Pre-1400 (Fine anticipata),Non specificato,1000.0,"Arabi, Crociate, Invasioni Barbariche, Vassalli",Un millennio di storia europea estremamente complesso ,1.0,Positivo
Donna,70-79,Diploma di istruzione tecnica,Lombardia,No,Assolutamente negativa,75.0,4,1,0,1200,1200.0,1000+ (Basso Medioevo),Non specificato,1300,1300.0,Pre-1400 (Fine anticipata),Non specificato,100.0,"Peste, Vassalli, Caccia alle streghe, Stato pontificio, Invasioni Barbariche",,,Neutrale/Misto
Altro,60-69,Laurea magistrale,Lombardia,No,Parzialmente positiva,64.5,7,4,0,476 d.C.,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,924.0,"Peste, Invasioni Barbariche, Crociate, Vassalli, Normanni",,,Neutrale/Misto
Donna,60-69,Laurea magistrale,Lombardia,Sì,Parzialmente positiva,64.5,7,4,1,476 d. C. ,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Normanni, Stato pontificio, Repubbliche Marinare, Editto di Rotari, Crociate",Una lunga epoca molto diversificata,0.0,Neutrale/Misto
Donna,60-69,Laurea magistrale,Lombardia,Sì,Assolutamente positiva,64.5,7,5,1,500,500.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,992.0,"Crociate, Vassalli, Aratro, Peste, Invenzione della stampa","Un periodo ricco di cambiamenti, molto meno cupo e reazionario di quanto sia stato raccontato per lungo tempo",1.0,Positivo
Uomo,20-29,Diploma di istruzione liceale,Lombardia,Sì,Parzialmente positiva,24.5,5,4,1,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Stato pontificio, Peste, Vassalli, Caccia alle streghe, Crociate",,,Neutrale/Misto
Donna,60-69,Laurea magistrale,Lombardia,Sì,Assolutamente positiva,64.5,7,5,1,800dc,,Non specificato,Carlo Magno,1492 d.c.,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Crociate, Repubbliche Marinare, Arabi, Vassalli, Normanni",,,Neutrale/Misto
Uomo,50-59,Licenza media,Lombardia,No,Assolutamente positiva,54.5,2,5,0,1000,1000.0,800-1000 (Impero Carolingio),Ricordi scolastici,1400,1400.0,1400-1453 (Caduta Costantinopoli),Rinascimento,400.0,"Invasioni Barbariche, Normanni, Stato pontificio, Crociate, Ungari",affascinante ,1.0,Positivo
Uomo,30-39,Laurea triennale,Lombardia,No,Neutrale,34.5,6,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,Vassalli,,,Neutrale/Misto
Donna,50-59,Laurea magistrale,Lombardia,Sì,Parzialmente negativa,54.5,7,2,1,500,500.0,476-500 (Caduta Impero Romano Occ.),Non specificato,1400,1400.0,1400-1453 (Caduta Costantinopoli),Non specificato,900.0,"Peste, Caccia alle streghe, Vassalli","Un periodo di involuzione, carestie e impoverimento ",0.0,Neutrale/Misto
Donna,40-49,Diploma di istruzione liceale,Lombardia,Sì,Parzialmente positiva,44.5,5,4,1,800,800.0,600-800 (Periodo pre-carolingio),Altro,1300,1300.0,Pre-1400 (Fine anticipata),Rinascimento,500.0,"Caccia alle streghe, Invasioni Barbariche, Peste, Arabi, Vassalli",,,Neutrale/Misto
Uomo,50-59,Diploma di istruzione liceale,Lombardia,No,Parzialmente negativa,54.5,5,2,0,XI,,Non specificato,Non specificato,XIII,,Non specificato,Non specificato,,"Invasioni Barbariche, Caccia alle streghe, Crociate, Peste, Vassalli",Epoca di ignoranza e superstizione ,-1.0,Negativo
Donna,60-69,Laurea magistrale,Lombardia,Sì,Parzialmente negativa,64.5,7,2,1,Quinto secolo,,Non specificato,Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Caccia alle streghe, Crociate, Vassalli, Invasioni Barbariche, Peste",,,Neutrale/Misto
Donna,40-49,Diploma di istruzione tecnica,Lombardia,No,Assolutamente negativa,44.5,4,1,0,Intorno 800/1000 dc,800.0,600-800 (Periodo pre-carolingio),Caduta Roma,1492 dc,1492.0,1454-1492 (Scoperta America),Scoperta America,692.0,"Vassalli, Caccia alle streghe, Peste",E’ sicuramente l’argomento piu’ pesante e noioso inseggnato nelle scuole superiori ,0.0,Neutrale/Misto
Donna,40-49,Diploma di istruzione professionale,Lombardia,No,Neutrale,44.5,3,3,0,800,800.0,600-800 (Periodo pre-carolingio),Altro,1200,1200.0,Pre-1400 (Fine anticipata),Non specificato,400.0,"Peste, Crociate, Invasioni Barbariche, Caccia alle streghe, Vassalli",,,Neutrale/Misto
Uomo,20-29,Diploma di istruzione liceale,Campania,No,Parzialmente negativa,24.5,5,2,0,V secolo d.C.,450.0,476-500 (Caduta Impero Romano Occ.),Non specificato,XV secolo d.C.,1450.0,1400-1453 (Caduta Costantinopoli),Non specificato,1000.0,"Crociate, Normanni, Peste, Stato pontificio, Caccia alle streghe",,,Neutrale/Misto
Donna,18-19,Licenza media,Campania,No,Neutrale,18.5,2,3,0,476 d.c. al XV,476.0,476-500 (Caduta Impero Romano Occ.),Altro,XV,,Non specificato,Scoperta America,,Scoperta dell’America,,,Neutrale/Misto
Uomo,18-19,Licenza media,Campania,No,Neutrale,18.5,2,3,0,nel 600,600.0,500-600 (Alto Medioevo),Altro,800,800.0,Pre-1400 (Fine anticipata),Altro,200.0,Aratro,è un periodo di storia ,0.0,Neutrale/Misto
Donna,18-19,Licenza media,Campania,No,Neutrale,18.5,2,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Aratro, Vassalli, Crociate, Caccia alle streghe, Peste",,,Neutrale/Misto
Donna,18-19,Licenza media,Campania,No,Neutrale,18.5,2,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Aratro, Caccia alle streghe, Normanni, Vassalli",,,Neutrale/Misto
Donna,18-19,Diploma di istruzione professionale,Campania,No,Neutrale,18.5,3,3,0,476d.c,,Non specificato,Caduta Roma,1453 o 1492,1453.0,1400-1453 (Caduta Costantinopoli),Rinascimento,,"Invasioni Barbariche, Caccia alle streghe, Stato pontificio, Repubbliche Marinare, Peste","Del medioevo ho sia un pensiero positivo, che negativo. Per quanto riguarda il pensiero positivo penso che è stato un periodo cruciale di formazione europea, con radici profonde nella cultura, religione e istituzioni che ancora influenzano il presente. In più ha delle innovazioni significative in agricoltura, architettura e pensiero.
Per quanto riguarda il pensiero negativo, penso che è stata un'epoca segnata da violenza, instabilità, epidemie e limitazioni del pensiero scientifico e della libertà individuale, con forti disuguaglianze sociali.
",0.0,Neutrale/Misto
Uomo,30-39,Laurea triennale,Lombardia,No,Parzialmente negativa,34.5,6,2,0,Caduta dell’impero romano d’occidente,,Non specificato,Invasioni barbariche,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,,"Crociate, Normanni, Invenzione della stampa, Peste, Stato pontificio",,,Neutrale/Misto
Donna,30-39,Diploma di istruzione liceale,Lombardia,Sì,Parzialmente negativa,34.5,5,2,1,300,300.0,Pre-476 (ante caduta Roma),Altro,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1192.0,"Peste, Crociate, Vassalli",,,Neutrale/Misto
Donna,40-49,Laurea triennale,Veneto,No,Neutrale,44.5,6,3,0,476,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1492,1492.0,1454-1492 (Scoperta America),Scoperta America,1016.0,"Peste, Stato pontificio, Caccia alle streghe",,,Neutrale/Misto
Uomo,30-39,Diploma di istruzione liceale,Lombardia,No,Parzialmente negativa,34.5,5,2,0,476 dopo Cristo,476.0,476-500 (Caduta Impero Romano Occ.),Caduta Roma,1453,1453.0,1400-1453 (Caduta Costantinopoli),Caduta Costantinopoli,977.0,"Aratro, Crociate, Caccia alle streghe, Peste, Vassalli",,,Neutrale/Misto
